names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,imdb
Undisputed II: Last Man Standing,2007-02-28,73.0,"Action,Crime,Thriller","Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!","Alexi,BenCross,Crot,DaisyLang,Davic,EliDanker,Gaga,GeorgeChambers,IvayloGeraskov,KenLerner,MarkIvanir,MichaelJaiWhite,Phil,ScottAdkins,SilvioSimac,StevenParker,Svetlana,YuriBoyka",Undisputed II: Last Man Standing,Released,English,73800000.0,720313179.4,AU,2007,7.3
Mean Girls,2004-06-24,72.0,Comedy,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","AaronSamuels,AmandaSeyfried,CadyHeron,DamianLeigh,DanielFranzese,GretchenWieners,JanisIan,JonathanBennett,KarenSmith,LaceyChabert,LindsayLohan,LizzyCaplan,PrincipalDuvall,RachelMcAdams,ReginaGeorge,SharonNorbury,TimMeadows,TinaFey",Mean Girls,Released,English,18000000.0,130714469.0,AU,2004,7.2
The Wonder,2022-11-03,67.0,"Drama,Mystery","Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast.","AnnaO'Donnell,CiaránHinds,DermotCrowley,Dr.McBrearty,ElaineCassidy,FatherThaddeus,FlorencePugh,KittyO’Donnell,KílaLordCassidy,LibWright,MaggieRyan,NiamhAlgar,RosaleenO'Donnell,RuthBradley,SirOtway,TobyJones,TomBurke,WillByrne",The Wonder,Released,English,105000000.0,455962977.0,AU,2022,6.7
I Want to Eat Your Pancreas,2018-10-18,82.0,"Animation,Drama,Romance","After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.","AtsukoTanaka,EmiWakui,Haruki'sFather(voice),Haruki'sMother(voice),HarukiShiga(voice),IsseiMiyata(voice),JunFukushima,KyōkoTakimoto(voice),Lynn,MahiroTakasugi,Sakura'sMother(voice),SakuraYamauchi(voice),Shin-ichiroMiki,Takahiro(voice),YukiyoFujii,YumaUchida", 君の膵臓をたべたい,Released,Japanese,8234023.8,33748006.0,AU,2018,8.2
Sicario: Day of the Soldado,2018-06-28,69.0,"Action,Crime,Drama,Thriller",Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,"AlejandroGillick,AndyWheeldon,BeniciodelToro,CatherineKeener,CynthiaFoards,ElijahRodriguez,Gallo,IsabelReyes,IsabelaMerced,JeffreyDonovan,JoshBrolin,ManuelGarcia-Rulfo,MattGraver,MatthewModine,MiguelHernandez,SecretaryofDefenseJamesRiley,SheaWhigham,SteveForsing",Sicario: Day of the Soldado,Released,English,35000000.0,76346094.0,AU,2018,6.9
Colombiana,2011-08-24,66.0,"Action,Thriller,Crime,Drama","After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.","Alicia,AmandlaStenberg,CallumBlue,CataleyaRestrepo,CataleyaRestrepo(Age10),CliffCurtis,CynthiaAddai-Robinson,DannyDelanay,Emilio,Fabio,GrahamMcTavish,HeadMarshallWarren,JesseBorrego,LennieJames,MichaelVartan,Richard,SpecialAgentRoss,ZoeSaldaña",Colombiana,Released,English,40000000.0,72295262.0,AU,2011,6.6
The Book of Esther,2013-05-31,63.0,Drama,"When Ester becomes King Xerxes’ queen, her Cousin Mordecai and that despicable Haman engage in a dangerous game of intrigue for control of the young Persian King Xerxes.","Esther,Haman,JenLilley,JenniferLyons,Mordecai,RobertMiano,ThaaoPenghlis,Vashti",The Book of Esther,Released,English,87000000.0,416389640.0,US,2013,6.3
Just Mercy,2020-01-23,79.0,"Drama,Crime,History","The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.","AnthonyRayHinton,BrieLarson,BryanStevenson,EvaAnsley,HenryDavis,HerbertRichardson,J.AlphonseNicholson,JamieFoxx,JudgePamelaBachab,MichaelB.Jordan,O'SheaJacksonJr.,RafeSpall,RalphMyers,RhodaGriffis,RobMorgan,TimBlakeNelson,TommyChampan,WalterMcMillian",Just Mercy,Released,English,25000000.0,50394773.0,AU,2020,7.9
Dragon Ball Z: Lord Slug,1991-03-19,65.0,"Action,Animation,Science Fiction",A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,"BulmaBriefs(voice),ChiChi(voice),HiromiTsuru,JojiYanami,KenjiUtsumi,Kuririn/Yajirobe(voice),KōheiMiyauchi,MasakoNozawa,MayumiTanaka,MutenRoshi(voice),NaokiTatsuta,NaokoWatanabe,NorthKaiou(voice),Oblong(voice),Piccolo(voice),Slug/Shenlong(voice),SonGoku/SonGohan(voice),ToshioFurukawa", ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,Released,Japanese,36820000.0,16400000.0,JP,1991,6.5
"Josee, the Tiger and the Fish",2021-06-10,84.0,"Animation,Drama,Romance","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.","ChiemiMatsutera,ChizuYamamura(voice),HayatoMatsuura(voice),Josee(voice),KanaKishimoto(voice),KayaKiyohara,KazuyukiOkitsu,Lily,Lynn,MaiNonomiya(voice),Nishida(voice),ShintarouMoriyama,TaishiNakagawa,TrainStationAttendant(voice),TsuneoSuzukawa(voice),YumeMiyamoto", ジョゼと虎と魚たち,Released,Japanese,127200000.0,774537322.2,AU,2021,8.4
Underworld: Blood Wars,2016-11-28,58.0,"Fantasy,Action,Thriller,Horror","Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.","Alexia,BradleyJames,Cassius,ClementineNicholson,DaisyHead,David,JamesFaulkner,KateBeckinsale,LaraPulver,Lena,Marius,PeterAndersson,Selene,Semira,TheoJames,TobiasMenzies,Varga,Vidar",Underworld: Blood Wars,Released,English,35000000.0,81209222.0,AU,2016,5.8
Violet Evergarden: The Movie,2020-12-03,83.0,"Animation,Fantasy,Romance,Drama","As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.","AyaEndo,BenedictBlue(voice),CattleyaBaudelaire(voice),ClaudiaHodgins(voice),DaisukeNamikawa,DietfriedBougainvillea(voice),EricaBrown(voice),GilbertBougainvillea(voice),HarukaTomatsu,HidenobuKiuchi,IrisCannary(voice),KaoriMizuhashi,KokiUchiyama,MinoriChihara,TakehitoKoyasu,Ulysses(voice),VioletEvergarden(voice),YuiIshikawa", 劇場版 ヴァイオレット・エヴァーガーデン,Released,Japanese,7911023.8,20339624.0,AU,2020,8.3
Jeepers Creepers 3,2017-09-26,49.0,"Horror,Mystery,Thriller","Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.","AddisonBrandon,BrandonSmith,BuddyHooks,CalHooks,ChesterRushing,DeputyDanaLang,GabrielleHaugh,GaylenBrandon,JasonBayle,JonathanBreck,JordanSalloum,JoyceGiraud,KennyBrandon,MegFoster,Sgt.DavidTubbs,SheriffTashtego,StanShaw,TheCreeper",Jeepers Creepers 3,Released,English,6200000.0,3600000.0,US,2017,4.9
The Expendables 3,2014-08-14,62.0,"Action,Adventure,Thriller","Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.","AntonioBanderas,ArnoldSchwarzenegger,BarneyRoss,ConradStonebanks,Doc,DolphLundgren,Galgo,GunnerJensen,HarrisonFord,JasonStatham,JetLi,LeeChristmas,MaxDrummer,MelGibson,SylvesterStallone,Trench,WesleySnipes,YinYang",The Expendables 3,Released,English,100000000.0,209461378.0,AU,2014,6.2
The Aristocats,1971-08-05,73.0,"Animation,Comedy,Family,Adventure","When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.","ChineseCat(voice),Duchess(voice),EdgartheButler(voice),EnglishCat(voice),EvaGabor,ItalianCat(voice),LordTimHudson,PaulWinchell,PhilHarris,RoddyMaude-Roxby,Roquefort(voice),RussianCat(voice),ScatCat(voice),ScatmanCrothers,SterlingHolloway,ThomasO'Malley(voice),ThurlRavenscroft,VitoScotti",The Aristocats,Released,English,4000000.0,55675257.0,AU,1971,7.3
Kama Sutra: A Tale of Love,1997-05-08,57.0,"Drama,History,Romance","Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",",ArundathiNag,GarimaDhup,IndiraVarma,JaiKumar,KhalidTyabji,Maya,NaveenAndrews,RajSingh,RamonTikaram,RasaDevi,Rekha,SaritaChoudhury,SurabhiBhansali,Tara",Kama Sutra: A Tale of Love,Released,English,3000000.0,4109095.0,DE,1997,5.7
Descendants: The Royal Wedding,2021-08-13,69.0,"Animation,Family","Happily-ever-after continues for Auradon's power couple as they prepare to say ""I do"" at an epic celebration with their friends and family, but Hades threatens to ruin it all.","AnnaCathcart,Audrey(voice),Ben(voice),BoobooStewart,Chad(voice),ChinaAnneMcClain,Dizzy(voice),DoveCameron,Evie(voice),FairyGodmother(voice),Jay(voice),JedidiahGoodacre,Mal(voice),MelaniePaxson,MitchellHope,SarahJeffery,SofiaCarson,Uma(voice)",Descendants: The Royal Wedding,Released,English,82500000.0,370310855.0,US,2021,6.9
Adanis: Kutsal Kavga,2022-03-11,51.0,"Drama,Action,Adventure",We don't have an overview translated in English. Help us expand our database by adding one.,"AslıhanKaralar,Bakiİlhan,CanNergis,CemalAmca,Cemre,CenkKangöz,Dragan,EsraBilgiç,Gölgesiz,LokmanBaba,NevzatYılmaz,SerdarDeniz,Theodore,TurgayTanülkü,Vincenzo,Zehra,İlhan,İsmailFiliz",Adanis: Kutsal Kavga,Released,Turkish,3740000.0,568828.0,TR,2022,5.1
Titane,2021-11-25,65.0,"Drama,Thriller,Horror","A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.","Adrien’sMother,AgatheRousselle,Alexia/Adrien,Alexia’sFather,BertrandBonello,Charrier,Diong-KébaTacu,GaranceMarillier,Jeantet,Justine,LaïsSalameh,MaraCissé,MarinJudas,MyriemAkheddiou,Rayane,Sissoko,Vincent,VincentLindon",Titane,Released,French,6600000.0,5115725.0,AU,2021,6.5
Three Thousand Years of Longing,2022-09-01,70.0,Fantasy,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.","AamitoLagum,AirportDjinn,Alithea,BritishCouncilLady/TheWatcher,EceYüksel,ErdilYaşaroğlu,Gülten,IdrisElba,KingSolomon,NicolaMouawad,PaleDjinn,Prof.Günhan,SabrinaElba,SarahHoubolt,SeyithanÖzdemir,TheDjinn,TheQueenofSheba,TildaSwinton",Three Thousand Years of Longing,Released,English,60000000.0,19892510.0,AU,2022,7.0
The Miracle Maker,2000-03-31,61.0,"Animation,Family,History","A mother and father in search of help for their sick daughter cross paths with an extraordinary carpenter named Jesus, who has devoted his life to spreading God's word. An amazing miracle brings to light the true meaning of Christ, and the sacrifices he endured for the deliverance of mankind. A compelling story of faith, trust, and devotion.","AntonLesser,God/TheDoctor,Herod,IanHolm,Jairus,JamesFrain,Jesus,JohnTheBaptist,JulieChristie,MichaelBryant,PontiusPilate,Rachel,RalphFiennes,RebeccaCallard,RichardE.Grant,Tamar,Thomas,WilliamHurt",The Miracle Maker,Released,English,75400000.0,620100551.2,US,2000,6.1
My Girlfriend's Mother 2,2018-08-30,22.0,Romance,"Young Se-hee gets married to middle aged Min-goo, but she's not happy with his 'item' as he's old. While she goes on vacation with her husband, Min-goo's daughter Yoo-jin calls her boyfriend Ji-hoon to the house when her parents are not there and they have sex. Meanwhile, Se-hee comes back home early from the vacation because her husband has to work and runs into a completely naked Ji-hoon.",",LeeChae-dam,LeeJoon-hyuk-II,LeeSoo-min,YooNi", 여친 엄마2,Released,Korean,12001040.0,38139010.0,KR,2018,2.2
Tinker Bell and the Lost Treasure,2009-10-01,68.0,"Animation,Family,Adventure,Fantasy","A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.","AngelaBartys,AnjelicaHuston,FairyMary(voice),Fawn(voice),Iridessa(voice),JaneHorrocks,JesseMcCartney,KristinChenoweth,LucyLiu,MaeWhitman,PamelaAdlon,QueenClarion(voice),Raven-Symoné,Rosetta(voice),Silvermist(voice),Terence(voice),TinkerBell(voice),Vidia(voice)(uncredited)",Tinker Bell and the Lost Treasure,Released,English,71180000.0,392839573.2,AU,2009,6.8
Angels & Demons,2009-05-14,67.0,"Thriller,Mystery","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.","ArminMueller-Stahl,Assassin,AyeletZurer,CamerlengoPatrickMcKenna,CardinalStrauss,Chartrand,ClaudioVincenzi,CommanderRichter,DavidPasquesi,EwanMcGregor,InspectorOlivetti,NikolajLieKaas,PierfrancescoFavino,RobertLangdon,StellanSkarsgård,ThureLindhardt,TomHanks,VittoriaVetra",Angels & Demons,Released,English,150000000.0,490875846.0,AU,2009,6.7
Barbie as Rapunzel,2017-09-10,70.0,"Animation,Family","Long, long ago, in a time of magic and dragons, there lived a girl named Rapunzel who had the most beautiful radiant hair the world had ever seen. But Rapunzel's life was far from wonderful. She lived as a servant to Gothel, a jealous, scheming witch who kept her hidden deep in a forbidding forest, guarded by the enormous dragon Hugo and surrounded by an enchanted glass wall. However, in a twist of fate, Rapunzel's discovery of a magic paintbrush leads her on a journey that will unravel a web of deception, bring peace to two feuding kingdoms, and ultimately lead her to love with the help of Penelope(TM), the least intimidating of dragons!","AnjelicaHuston,BarbieRoberts/Rapunzel(voice),ChristopherGaze,CreeSummer,DavidKaye,Gothel(voice),Hobie/PalaceGuard(voice),Hugo/General(voice),IanJamesCorlett,KellySheridan,KingFrederick(voice),KingWilhelm(voice),MarkHildreth,Otto/SkinnySwordsman(voice),Penelope(voice),PeterKelamis,RussellRoberts,Stefan(voice)",Barbie as Rapunzel,Released,English,165000000.0,509012026.8,AU,2017,7.0
